MIWESU PREMIUM FIRE WOOD — Facebook Ads exports (tabular)
Generated: 2026-04-17 16:54 UTC
Split rule: any row containing “Miwesu” in campaign / page / ad / ad set text.
Sources: 01a/Frank-Smit-Campaigns-*.xlsx (campaign summary rows), 01a/Untitled-report-Mar-17-2023-to-Apr-17-2026 (1).xlsx (creative breakdown), plus any other 01a xlsx rows matching Miwesu.
Columns are tab-separated (TSV). NaN exported as empty.
================================================================================


--- Frank-Smit-Campaigns-Mar-17-2023-Apr-17-2026.xlsx :: Worksheet ---
Reporting starts	Reporting ends	Campaign name	Campaign delivery	Results	Result indicator	Cost per results	Ad set budget	Ad set budget type	Amount spent (ZAR)	Impressions	Reach	Ends	Attribution setting
2025-09-18	2026-04-17	New Engagement Campaign Miwesu	completed	875	actions:link_click	0.69562286	Using ad set budget	0	608.67	91425	66410	2026-02-20	7-day click or 1-day view
2025-09-18	2026-04-17	"Miwesu Post: ""600kg Premium Braai Mix – R1500 Delivered 🪵🔥"""	inactive	23	actions:onsite_conversion.messaging_conversation_started_7d	26.08173913	173.92	Daily	599.88	15331	10066	2026-02-22	7-day click or 1-day view
2025-09-18	2026-04-17	[2/17/2026] Promoting Miwesu Premium Fire Wood	inactive	18	actions:like	17.79222222	120	Daily	320.26	5949	3791	2026-02-22	7-day click or 1-day view
2025-09-18	2026-04-17	"Miwesu Post: ""The secret ingredient to the perfect wood-fired..."""	inactive	3	actions:onsite_conversion.messaging_conversation_started_7d	77.41666667	250	Daily	232.25	3498	2843	Ongoing	7-day click or 1-day view
2025-09-18	2026-04-17	Sales Campaign_Miwesu	completed	59	actions:onsite_conversion.messaging_conversation_started_7d	6.56288136	50	Daily	387.21	12378	9930	2026-02-25	7-day click or 1-day view
2025-09-18	2026-04-17	Miwesu_12_Zone_Engagement Campaign	completed	104	actions:onsite_conversion.messaging_conversation_started_7d	8.40192308	Using ad set budget	0	873.8	28117	21818	2026-02-25	7-day click or 1-day view
2025-09-18	2026-04-17	Miwesu_12_Zone_New Sales Campaign_carosel	inactive	329	actions:onsite_conversion.messaging_conversation_started_7d	8.35164134	250	Daily	2747.69	115430	58546	Ongoing	7-day click or 1-day view
2025-09-18	2026-04-17	Miwesu_12_Zone_New Traffic Campaign_Carosel	inactive	35	actions:onsite_conversion.messaging_conversation_started_7d	10.63685714	50	Daily	372.29	10344	7848	2026-02-25	7-day click or 1-day view

--- Untitled-report-Mar-17-2023-to-Apr-17-2026 (1).xlsx :: Creative Reporting ---
Campaign name	Ads	Ad set name	Ad name	Page name	Age	Gender	Objective	Day	Campaign ID	Ad set ID	Ad ID	Page ID	Delivery status	Delivery level	Result type	Results	Cost per result	Amount spent (ZAR)	Impressions	Reach	Attribution setting	Quality ranking	Engagement rate ranking	Conversion rate ranking	Ad set name.1	Reporting starts	Reporting ends
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	25-34	male	OUTCOME_SALES	2026-03-07	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad	Messaging conversations started	1	5.77	5.77	399	362	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-07	2026-03-07
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	45-54	male	OUTCOME_SALES	2026-03-07	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad	Messaging conversations started	1	10.22	10.22	589	530	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-07	2026-03-07
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	55-64	male	OUTCOME_SALES	2026-03-07	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad	Messaging conversations started	2	3.785	7.57	365	315	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-07	2026-03-07
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	45-54	female	OUTCOME_SALES	2026-03-07	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad	Messaging conversations started	2	0.635	1.27	45	41	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-07	2026-03-07
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	35-44	female	OUTCOME_SALES	2026-03-06	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				2.54947799	73	63	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-06	2026-03-06
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	65+	unknown	OUTCOME_SALES	2026-03-06	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				0.04998976	2	2	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-06	2026-03-06
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	55-64	unknown	OUTCOME_SALES	2026-03-06	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				0.09997953	4	4	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-06	2026-03-06
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	65+	female	OUTCOME_SALES	2026-03-06	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				0.25994678	18	14	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-06	2026-03-06
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	45-54	unknown	OUTCOME_SALES	2026-03-06	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				0.28994063	11	11	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-06	2026-03-06
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	35-44	unknown	OUTCOME_SALES	2026-03-06	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				0.09997953	7	7	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-06	2026-03-06
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	25-34	female	OUTCOME_SALES	2026-03-06	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				0.76984237	29	24	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-06	2026-03-06
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	25-34	unknown	OUTCOME_SALES	2026-03-06	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				0.02999386	1	1	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-06	2026-03-06
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	55-64	female	OUTCOME_SALES	2026-03-06	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				1.75963971	39	35	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-06	2026-03-06
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	35-44	male	OUTCOME_SALES	2026-03-06	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				11.55763357	649	567	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-06	2026-03-06
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	65+	male	OUTCOME_SALES	2026-03-06	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad	Messaging conversations started	1	3.48928557	3.48928557	148	132	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-06	2026-03-06
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	45-54	female	OUTCOME_SALES	2026-03-06	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad	Messaging conversations started	1	2.0395824	2.0395824	57	55	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-06	2026-03-06
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	45-54	male	OUTCOME_SALES	2026-03-06	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad	Messaging conversations started	2	6.34370113	12.68740225	648	579	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-06	2026-03-06
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	25-34	male	OUTCOME_SALES	2026-03-06	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad	Messaging conversations started	2	3.27432958	6.54865916	412	350	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-06	2026-03-06
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	55-64	male	OUTCOME_SALES	2026-03-06	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad	Messaging conversations started	1	6.60864688	6.60864688	363	331	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-06	2026-03-06
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	65+	female	OUTCOME_SALES	2026-03-05	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				0.17	18	18	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-05	2026-03-05
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	65+	unknown	OUTCOME_SALES	2026-03-05	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				0.02	1	1	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-05	2026-03-05
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	55-64	unknown	OUTCOME_SALES	2026-03-05	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				0.03	3	3	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-05	2026-03-05
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	35-44	unknown	OUTCOME_SALES	2026-03-05	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				0.1	9	8	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-05	2026-03-05
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	45-54	female	OUTCOME_SALES	2026-03-05	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				1.31	48	43	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-05	2026-03-05
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	55-64	female	OUTCOME_SALES	2026-03-05	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				0.76	34	33	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-05	2026-03-05
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	25-34	unknown	OUTCOME_SALES	2026-03-05	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				0.07	2	1	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-05	2026-03-05
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	35-44	female	OUTCOME_SALES	2026-03-05	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				1.3	53	44	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-05	2026-03-05
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	45-54	unknown	OUTCOME_SALES	2026-03-05	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				0.17	6	5	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-05	2026-03-05
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	65+	male	OUTCOME_SALES	2026-03-05	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				2.31	158	133	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-05	2026-03-05
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	55-64	male	OUTCOME_SALES	2026-03-05	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad	Messaging conversations started	1	6.68	6.68	361	342	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-05	2026-03-05
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	25-34	female	OUTCOME_SALES	2026-03-05	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad	Messaging conversations started	1	0.86	0.86	44	36	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-05	2026-03-05
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	45-54	male	OUTCOME_SALES	2026-03-05	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad	Messaging conversations started	2	6.03	12.06	592	530	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-05	2026-03-05
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	25-34	male	OUTCOME_SALES	2026-03-05	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad	Messaging conversations started	2	3.845	7.69	463	413	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-05	2026-03-05
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	35-44	male	OUTCOME_SALES	2026-03-05	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad	Messaging conversations started	4	3.24	12.96	664	596	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-05	2026-03-05
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	55-64	unknown	OUTCOME_SALES	2026-03-04	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				0.06	5	5	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-04	2026-03-04
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	35-44	unknown	OUTCOME_SALES	2026-03-04	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				0.07	6	6	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-04	2026-03-04
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	45-54	female	OUTCOME_SALES	2026-03-04	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				1.26	41	40	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-04	2026-03-04
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	65+	female	OUTCOME_SALES	2026-03-04	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				0.13	9	7	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-04	2026-03-04
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	65+	male	OUTCOME_SALES	2026-03-04	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				2.39	148	130	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-04	2026-03-04
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	35-44	female	OUTCOME_SALES	2026-03-04	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				1.03	35	31	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-04	2026-03-04
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	55-64	female	OUTCOME_SALES	2026-03-04	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				0.67	32	28	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-04	2026-03-04
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	65+	unknown	OUTCOME_SALES	2026-03-04	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				0	2	1	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-04	2026-03-04
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	25-34	male	OUTCOME_SALES	2026-03-04	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				6.77	399	361	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-04	2026-03-04
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	55-64	male	OUTCOME_SALES	2026-03-04	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				5.76	358	305	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-04	2026-03-04
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	45-54	unknown	OUTCOME_SALES	2026-03-04	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				0.13	9	8	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-04	2026-03-04
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	25-34	female	OUTCOME_SALES	2026-03-04	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				0.99	39	31	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-04	2026-03-04
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	35-44	male	OUTCOME_SALES	2026-03-04	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad	Messaging conversations started	1	13.02	13.02	635	553	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-04	2026-03-04
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	45-54	male	OUTCOME_SALES	2026-03-04	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad	Messaging conversations started	2	6.61	13.22	601	524	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-04	2026-03-04
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	65+	unknown	OUTCOME_SALES	2026-03-03	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				0	2	2	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-03	2026-03-03
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	25-34	unknown	OUTCOME_SALES	2026-03-03	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				0.05998995	4	4	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-03	2026-03-03
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	65+	female	OUTCOME_SALES	2026-03-03	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				0.12997822	12	12	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-03	2026-03-03
