VAALPENSKRAAL WOOD (Braai Mix / VPK) — Facebook Ads exports (tabular)
Generated: 2026-04-17 16:54 UTC
Split rule: “Vaalpenskraal”, or word VPK, in row text; and not classified as Miwesu. Anonymous “Post: … BULK BRAAI …” campaign rows are treated as Vaalpenskraal (same creative as prefixed row).
Sources: 01a/Frank-Smit-*, 01a/Untitled-report-*.xlsx, 01a/Vaalpenskraal_Wood-Campaigns-*.xlsx.
Columns are tab-separated (TSV).
================================================================================


--- Frank-Smit-Campaigns-Mar-17-2023-Apr-17-2026.xlsx :: Worksheet ---
Reporting starts	Reporting ends	Campaign name	Campaign delivery	Results	Result indicator	Cost per results	Ad set budget	Ad set budget type	Amount spent (ZAR)	Impressions	Reach	Ends	Attribution setting
2025-09-18	2026-04-17	[Vaalpenskraal Braai Mix FireWood] Marketplace listing boosted on 1/27/2026	completed	3	actions:onsite_conversion.messaging_conversation_started_7d	11.11	50	Daily	33.33	9912	9013	2026-01-30	7-day click or 1-day view
2025-09-18	2026-04-17	Vaalpenskraal-BRAAIMIX-CAROSEL	completed	1919	actions:link_click	0.40227723	70	Daily	771.97	64910	42616	2026-02-28	7-day click or 1-day view
2025-09-18	2026-04-17	Vaalpenskraal_New Engagement Campaign	completed	1217	actions:like	1.00649137	Using ad set budget	0	1224.9	24478	13074	2026-02-27	7-day click or 1-day view
2025-09-18	2026-04-17	"Vaalpenskraal_Post: ""🔥 BULK BRAAI WOOD SPECIAL! 🔥"""	completed	9	actions:click_to_call_native_call_placed	31.42	60	Daily	282.78	7941	5352	2026-02-06	7-day click or 1-day view
2025-09-18	2026-04-17	"Post: ""🔥 BULK BRAAI WOOD SPECIAL! 🔥"""	completed	2	actions:click_to_call_native_call_placed	115.135	50	Daily	230.27	7972	5841	2026-02-08	7-day click or 1-day view

--- Untitled-report-Mar-17-2023-to-Apr-17-2026 (1).xlsx :: Creative Reporting ---
Campaign name	Ads	Ad set name	Ad name	Page name	Age	Gender	Objective	Day	Campaign ID	Ad set ID	Ad ID	Page ID	Delivery status	Delivery level	Result type	Results	Cost per result	Amount spent (ZAR)	Impressions	Reach	Attribution setting	Quality ranking	Engagement rate ranking	Conversion rate ranking	Ad set name.1	Reporting starts	Reporting ends
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	35-44	unknown	OUTCOME_ENGAGEMENT	2026-02-22	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad				0.01	2	2	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-22	2026-02-22
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	25-34	unknown	OUTCOME_ENGAGEMENT	2026-02-22	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad				0.39	4	4	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-22	2026-02-22
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	65+	female	OUTCOME_ENGAGEMENT	2026-02-22	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	2	1.015	2.03	40	35	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-22	2026-02-22
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	65+	unknown	OUTCOME_ENGAGEMENT	2026-02-22	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad				0.02	1	1	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-22	2026-02-22
Vaalpenskraal-BRAAIMIX-CAROSEL	New Sales Ad	Vaalpenskraal_New Sales Ad Set	New Sales Ad	Vaalpenskraal Braai Mix	55-64	unknown	OUTCOME_SALES	2026-02-22	120239104967410637	120239104967400637	120239104967420637	1001703389686936	not_delivering	ad				0.01	1	1	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Sales Ad Set	2026-02-22	2026-02-22
Vaalpenskraal-BRAAIMIX-CAROSEL	New Sales Ad	Vaalpenskraal_New Sales Ad Set	New Sales Ad	Vaalpenskraal Braai Mix	35-44	unknown	OUTCOME_SALES	2026-02-22	120239104967410637	120239104967400637	120239104967420637	1001703389686936	not_delivering	ad				0.01	1	1	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Sales Ad Set	2026-02-22	2026-02-22
Vaalpenskraal-BRAAIMIX-CAROSEL	New Sales Ad	Vaalpenskraal_New Sales Ad Set	New Sales Ad	Vaalpenskraal Braai Mix	25-34	unknown	OUTCOME_SALES	2026-02-22	120239104967410637	120239104967400637	120239104967420637	1001703389686936	not_delivering	ad				0.03	3	3	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Sales Ad Set	2026-02-22	2026-02-22
Vaalpenskraal-BRAAIMIX-CAROSEL	New Sales Ad	Vaalpenskraal_New Sales Ad Set	New Sales Ad	Vaalpenskraal Braai Mix	45-54	unknown	OUTCOME_SALES	2026-02-22	120239104967410637	120239104967400637	120239104967420637	1001703389686936	not_delivering	ad				0.05	5	5	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Sales Ad Set	2026-02-22	2026-02-22
Vaalpenskraal-BRAAIMIX-CAROSEL	New Sales Ad	Vaalpenskraal_New Sales Ad Set	New Sales Ad	Vaalpenskraal Braai Mix	35-44	female	OUTCOME_SALES	2026-02-22	120239104967410637	120239104967400637	120239104967420637	1001703389686936	not_delivering	ad	Link clicks	6	0.22666667	1.36	122	116	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Sales Ad Set	2026-02-22	2026-02-22
Vaalpenskraal-BRAAIMIX-CAROSEL	New Sales Ad	Vaalpenskraal_New Sales Ad Set	New Sales Ad	Vaalpenskraal Braai Mix	25-34	male	OUTCOME_SALES	2026-02-22	120239104967410637	120239104967400637	120239104967420637	1001703389686936	not_delivering	ad	Link clicks	2	1.54	3.08	324	307	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Sales Ad Set	2026-02-22	2026-02-22
Vaalpenskraal-BRAAIMIX-CAROSEL	New Sales Ad	Vaalpenskraal_New Sales Ad Set	New Sales Ad	Vaalpenskraal Braai Mix	65+	unknown	OUTCOME_SALES	2026-02-22	120239104967410637	120239104967400637	120239104967420637	1001703389686936	not_delivering	ad	Link clicks	1	0.16	0.16	6	6	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Sales Ad Set	2026-02-22	2026-02-22
Vaalpenskraal-BRAAIMIX-CAROSEL	New Sales Ad	Vaalpenskraal_New Sales Ad Set	New Sales Ad	Vaalpenskraal Braai Mix	25-34	female	OUTCOME_SALES	2026-02-22	120239104967410637	120239104967400637	120239104967420637	1001703389686936	not_delivering	ad	Link clicks	7	0.14428571	1.01	103	98	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Sales Ad Set	2026-02-22	2026-02-22
Vaalpenskraal-BRAAIMIX-CAROSEL	New Sales Ad	Vaalpenskraal_New Sales Ad Set	New Sales Ad	Vaalpenskraal Braai Mix	65+	female	OUTCOME_SALES	2026-02-22	120239104967410637	120239104967400637	120239104967420637	1001703389686936	not_delivering	ad	Link clicks	10	0.294	2.94	235	234	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Sales Ad Set	2026-02-22	2026-02-22
Vaalpenskraal-BRAAIMIX-CAROSEL	New Sales Ad	Vaalpenskraal_New Sales Ad Set	New Sales Ad	Vaalpenskraal Braai Mix	45-54	male	OUTCOME_SALES	2026-02-22	120239104967410637	120239104967400637	120239104967420637	1001703389686936	not_delivering	ad	Link clicks	17	0.35058824	5.96	605	583	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Sales Ad Set	2026-02-22	2026-02-22
Vaalpenskraal-BRAAIMIX-CAROSEL	New Sales Ad	Vaalpenskraal_New Sales Ad Set	New Sales Ad	Vaalpenskraal Braai Mix	35-44	male	OUTCOME_SALES	2026-02-22	120239104967410637	120239104967400637	120239104967420637	1001703389686936	not_delivering	ad	Link clicks	5	0.892	4.46	519	508	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Sales Ad Set	2026-02-22	2026-02-22
Vaalpenskraal-BRAAIMIX-CAROSEL	New Sales Ad	Vaalpenskraal_New Sales Ad Set	New Sales Ad	Vaalpenskraal Braai Mix	55-64	female	OUTCOME_SALES	2026-02-22	120239104967410637	120239104967400637	120239104967420637	1001703389686936	not_delivering	ad	Link clicks	5	0.228	1.14	100	98	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Sales Ad Set	2026-02-22	2026-02-22
Vaalpenskraal-BRAAIMIX-CAROSEL	New Sales Ad	Vaalpenskraal_New Sales Ad Set	New Sales Ad	Vaalpenskraal Braai Mix	45-54	female	OUTCOME_SALES	2026-02-22	120239104967410637	120239104967400637	120239104967420637	1001703389686936	not_delivering	ad	Link clicks	2	0.54	1.08	95	91	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Sales Ad Set	2026-02-22	2026-02-22
Vaalpenskraal-BRAAIMIX-CAROSEL	New Sales Ad	Vaalpenskraal_New Sales Ad Set	New Sales Ad	Vaalpenskraal Braai Mix	55-64	male	OUTCOME_SALES	2026-02-22	120239104967410637	120239104967400637	120239104967420637	1001703389686936	not_delivering	ad	Link clicks	34	0.29	9.86	880	816	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Sales Ad Set	2026-02-22	2026-02-22
Vaalpenskraal-BRAAIMIX-CAROSEL	New Sales Ad	Vaalpenskraal_New Sales Ad Set	New Sales Ad	Vaalpenskraal Braai Mix	65+	male	OUTCOME_SALES	2026-02-22	120239104967410637	120239104967400637	120239104967420637	1001703389686936	not_delivering	ad	Link clicks	45	0.27822222	12.52	1097	1033	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Sales Ad Set	2026-02-22	2026-02-22
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	45-54	unknown	OUTCOME_ENGAGEMENT	2026-02-22	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad				0.11	4	3	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-22	2026-02-22
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	35-44	male	OUTCOME_ENGAGEMENT	2026-02-21	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	28	0.63214286	17.7	397	371	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-21	2026-02-21
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	25-34	female	OUTCOME_ENGAGEMENT	2026-02-21	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	4	0.9875	3.95	61	57	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-21	2026-02-21
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	55-64	male	OUTCOME_ENGAGEMENT	2026-02-21	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	5	1.674	8.37	149	134	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-21	2026-02-21
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	65+	female	OUTCOME_ENGAGEMENT	2026-02-21	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	1	0.92	0.92	20	19	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-21	2026-02-21
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	35-44	female	OUTCOME_ENGAGEMENT	2026-02-21	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	4	1.1025	4.41	103	89	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-21	2026-02-21
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	55-64	female	OUTCOME_ENGAGEMENT	2026-02-21	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	7	0.65571429	4.59	84	76	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-21	2026-02-21
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	45-54	male	OUTCOME_ENGAGEMENT	2026-02-21	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	13	0.88384615	11.49	274	245	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-21	2026-02-21
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	25-34	male	OUTCOME_ENGAGEMENT	2026-02-21	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	14	1.22	17.08	361	313	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-21	2026-02-21
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	45-54	female	OUTCOME_ENGAGEMENT	2026-02-21	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	5	0.832	4.16	88	81	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-21	2026-02-21
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	65+	male	OUTCOME_ENGAGEMENT	2026-02-21	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	5	0.826	4.13	95	88	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-21	2026-02-21
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	35-44	unknown	OUTCOME_ENGAGEMENT	2026-02-21	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad				0.1	3	3	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-21	2026-02-21
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	18-24	male	OUTCOME_ENGAGEMENT	2026-02-21	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	11	0.50636364	5.57	108	97	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-21	2026-02-21
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	45-54	unknown	OUTCOME_ENGAGEMENT	2026-02-21	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad				0.07	2	2	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-21	2026-02-21
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	65+	unknown	OUTCOME_ENGAGEMENT	2026-02-21	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad				0.07	1	1	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-21	2026-02-21
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	25-34	unknown	OUTCOME_ENGAGEMENT	2026-02-21	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad				0.06	1	1	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-21	2026-02-21
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	18-24	female	OUTCOME_ENGAGEMENT	2026-02-21	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	3	0.69333333	2.08	18	18	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-21	2026-02-21
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	45-54	female	OUTCOME_ENGAGEMENT	2026-02-20	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	2	1.175	2.35	47	42	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-20	2026-02-20
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	18-24	male	OUTCOME_ENGAGEMENT	2026-02-20	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	5	0.97	4.85	62	60	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-20	2026-02-20
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	18-24	female	OUTCOME_ENGAGEMENT	2026-02-20	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	1	1.66	1.66	18	18	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-20	2026-02-20
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	55-64	female	OUTCOME_ENGAGEMENT	2026-02-20	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	1	2.39	2.39	31	31	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-20	2026-02-20
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	35-44	female	OUTCOME_ENGAGEMENT	2026-02-20	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	6	1.19333333	7.16	73	62	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-20	2026-02-20
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	45-54	male	OUTCOME_ENGAGEMENT	2026-02-20	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	10	1.034	10.34	171	150	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-20	2026-02-20
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	25-34	male	OUTCOME_ENGAGEMENT	2026-02-20	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	11	1.61545455	17.77	211	197	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-20	2026-02-20
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	35-44	male	OUTCOME_ENGAGEMENT	2026-02-20	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	16	1.14125	18.26	241	225	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-20	2026-02-20
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	65+	male	OUTCOME_ENGAGEMENT	2026-02-20	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	5	0.684	3.42	51	47	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-20	2026-02-20
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	55-64	male	OUTCOME_ENGAGEMENT	2026-02-20	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	2	2.785	5.57	103	93	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-20	2026-02-20
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	65+	female	OUTCOME_ENGAGEMENT	2026-02-20	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	6	0.505	3.03	28	20	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-20	2026-02-20
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	45-54	unknown	OUTCOME_ENGAGEMENT	2026-02-20	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad				0.32	3	2	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-20	2026-02-20
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	55-64	unknown	OUTCOME_ENGAGEMENT	2026-02-20	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad				0.01	1	1	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-20	2026-02-20
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	25-34	unknown	OUTCOME_ENGAGEMENT	2026-02-20	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad				0.07	1	1	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-20	2026-02-20
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	25-34	female	OUTCOME_ENGAGEMENT	2026-02-20	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	4	1.2075	4.83	44	38	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-20	2026-02-20
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	55-64	unknown	OUTCOME_ENGAGEMENT	2026-02-19	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad				0.15	1	1	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-19	2026-02-19
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	18-24	unknown	OUTCOME_ENGAGEMENT	2026-02-19	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad				0.11	1	1	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-19	2026-02-19
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	35-44	female	OUTCOME_ENGAGEMENT	2026-02-19	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	2	2.395	4.79	75	67	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-19	2026-02-19
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	55-64	female	OUTCOME_ENGAGEMENT	2026-02-19	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	4	0.7825	3.13	44	39	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-19	2026-02-19
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	25-34	female	OUTCOME_ENGAGEMENT	2026-02-19	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	4	1.065	4.26	39	36	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-19	2026-02-19
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	65+	female	OUTCOME_ENGAGEMENT	2026-02-19	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	2	0.855	1.71	21	19	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-19	2026-02-19
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	45-54	female	OUTCOME_ENGAGEMENT	2026-02-19	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	1	4.22	4.22	67	62	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-19	2026-02-19
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	18-24	male	OUTCOME_ENGAGEMENT	2026-02-19	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	6	0.785	4.71	46	40	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-19	2026-02-19
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	45-54	male	OUTCOME_ENGAGEMENT	2026-02-19	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	14	0.825	11.55	198	177	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-19	2026-02-19
